id,user_referral_id,source_transaction_id,created_at,is_reward_granted
51,2621c294649c4fba3c4b7e28b2e7963c,93f2168a515cdf217ee4e7996d850312,2024-07-05T18:36:17Z,TRUE
52,82af0bbf1a6ce06a7477ef67cbf778f8,null,2024-06-03T08:33:48Z,FALSE
53,ea495249a121bc08e63c60247b29909f,null,2024-07-05T07:10:35Z,FALSE
54,dfc1803111418106572366722dc2218e,null,2024-06-02T20:07:44Z,FALSE
55,bc3ec4c799f8a9e3aa0eaf48e1c7f6b9,null,2024-06-13T07:21:10Z,FALSE
56,7a03e01e0c17b2322845242a796adb5e,null,2024-04-29T10:27:02Z,FALSE
57,7a03e01e0c17b2322845242a796adb5e,null,2024-04-23T03:16:50Z,FALSE
58,83bf91e45869444c1efcecbbc979cf91,null,2024-06-11T07:33:43Z,FALSE
59,cfe8f59fb1fe664c4e7fffd531317b0d,null,2024-06-03T09:15:45Z,FALSE
60,c3c1bdd9aed7b3d7b928738b2c2d08b9,3d0480bf43f221700f807b2f9df05517,2024-07-10T06:45:10Z,TRUE
61,86613e057860f1d6bb6d50986d513794,null,2024-06-02T20:31:49Z,FALSE
62,76a9b6f764119b2a549f895666750e43,null,2024-06-03T09:10:09Z,FALSE
63,d2901b10d6d7887f8235e0be7a5a0537,null,2024-05-31T09:13:26Z,FALSE
64,dc1a80010ce0dbdd05c2a1704a72d373,null,2024-06-06T09:38:02Z,FALSE
65,591b6cece96afe619232ca08e808fba7,82ed15391a25795bee96e7e7f152dc74,2024-07-09T07:03:00Z,TRUE
66,7a03e01e0c17b2322845242a796adb5e,null,2024-04-30T02:42:30Z,FALSE
67,7a03e01e0c17b2322845242a796adb5e,null,2024-04-28T10:36:59Z,FALSE
68,2b9e0a6b26e52999d08b0d6223ef8b98,null,2024-06-21T05:49:14Z,FALSE
69,7a03e01e0c17b2322845242a796adb5e,null,2024-04-28T08:39:54Z,FALSE
70,5fa4914857c0ecbec48b0d84c031e679,null,2024-07-02T05:47:23Z,FALSE
71,786f362946b8ba8a062525ec4547d057,null,2024-06-04T08:04:16Z,FALSE
72,5b12ec31189d138a40d3a673419afe47,null,2024-06-03T04:28:23Z,FALSE
73,74575adef8790245e85a01978f5b2a41,null,2024-07-02T10:25:16Z,FALSE
74,2ff8742c5023674c759e4e2180008483,null,2024-06-04T09:07:36Z,FALSE
75,7a03e01e0c17b2322845242a796adb5e,null,2024-04-29T10:13:21Z,FALSE
76,3ee60d12515b2b19b8c7b39e74fcbdf7,null,2024-06-02T20:21:02Z,FALSE
77,7a03e01e0c17b2322845242a796adb5e,null,2024-04-28T10:38:15Z,FALSE
78,7a03e01e0c17b2322845242a796adb5e,null,2024-04-28T10:20:28Z,FALSE
79,5dfd234c6dda8a7e29b6625f31774406,null,2024-06-06T08:48:43Z,FALSE
80,572319d4e73c42a8ca095ae5c04068ea,null,2024-06-06T08:25:55Z,FALSE
81,521580ed0f5755a3f432e9724b524d42,null,2024-06-20T11:48:54Z,FALSE
82,4bcdf4d114ea3d37f39e71e872ebc346,411b62490cb827a87413683b1aad2cc3,2024-07-08T07:09:02Z,TRUE
83,268401d3dd376dc6f26c9d321e9a2ec8,null,2024-06-13T10:17:57Z,FALSE
84,1f0899b8e42fff41b071d6700016fcd9,null,2024-06-04T08:08:09Z,FALSE
85,ea75cfa869fd638a9b7e509a343b5331,null,2024-07-02T06:20:46Z,FALSE
86,6d519c36a80ff8ad0f52fc656099d999,null,2024-07-02T06:31:19Z,FALSE
87,7a03e01e0c17b2322845242a796adb5e,null,2024-04-29T10:22:25Z,FALSE
88,925cab7299c15ed8d056d206cb89690b,8699da6f799e475035c94a1a53f131c0,2024-07-08T08:12:41Z,TRUE
89,9bf56940533b6a47ef957262ef2e7792,d4b50fe31e2f0143ac639aeaeb4b3820,2024-07-08T03:34:13Z,TRUE
90,af35df49bad27ead3bd2cf4e01d88840,null,2024-06-03T08:46:51Z,FALSE
91,f5db52284e6914d6ef9459a9cc4cacbc,null,2024-07-04T04:05:04Z,FALSE
92,7a03e01e0c17b2322845242a796adb5e,null,2024-04-28T10:33:40Z,FALSE
93,ffea2078bee21f79f199256757e5d578,null,2024-06-04T08:48:35Z,FALSE
94,9b6e8a20c7018d32d49fc7154a806041,null,2024-07-02T06:26:31Z,FALSE
95,1f897ae09261bff76ed87de673d7175d,null,2024-06-06T09:07:56Z,FALSE
96,ed818778e57d8fe56c797a7450004a32,de0d476b360046c0d079d5f8fcb77c00,2024-07-10T08:51:11Z,TRUE
